ColorPallete,2
BaseBlock,13900,600
BaseBlock,13950,700
BaseBlock,13950,650
BaseBlock,13950,600
BaseBlock,14000,700
BaseBlock,14000,650
BaseBlock,14000,600
BaseBlock,14050,700
BaseBlock,14050,650
BaseBlock,14050,600
BaseBlock,14100,700
BaseBlock,14100,650
BaseBlock,14100,600
BaseBlock,14150,700
BaseBlock,14150,650
BaseBlock,14150,600
BaseBlock,14200,700
BaseBlock,14200,650
BaseBlock,14200,600
BaseBlock,14250,700
BaseBlock,14250,650
BaseBlock,14250,600
BaseBlock,14300,700
BaseBlock,14300,650
BaseBlock,14300,600
BaseBlock,14350,700
BaseBlock,14350,650
BaseBlock,14350,600
BaseBlock,14400,700
BaseBlock,14400,650
BaseBlock,14400,600
BaseBlock,14450,700
BaseBlock,14450,650
BaseBlock,14450,600
BaseBlock,14500,700
BaseBlock,14500,650
BaseBlock,14500,600
BaseBlock,14550,700
BaseBlock,14550,650
BaseBlock,14550,600
BaseBlock,14600,700
BaseBlock,14600,650
BaseBlock,14600,600
BaseBlock,14650,700
BaseBlock,14650,650
BaseBlock,14650,600
BaseBlock,14700,700
BaseBlock,14700,650
BaseBlock,14700,600
BaseBlock,14750,700
BaseBlock,14750,650
BaseBlock,14750,600
BaseBlock,14800,700
BaseBlock,14800,650
BaseBlock,14800,600
BaseBlock,14850,700
BaseBlock,14850,650
BaseBlock,14850,600
BaseBlock,14900,700
BaseBlock,14900,650
BaseBlock,14900,600
BaseBlock,14950,700
BaseBlock,14950,650
BaseBlock,14950,600
BaseBlock,15000,700
BaseBlock,15000,650
BaseBlock,15000,600
